Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Status
commercial-kits,AI Commercial Production Kits,"<p><strong>One brief becomes a production kit — script with beat timings, shot list with risk flags, generation prompts, deliverable specs and a clearance checklist.</strong></p>
<h3>The problem</h3>
<p>AI video is sold on capability and bought on cost, and the two are rarely compared in the same document. Generation credits, re-rolls for the shots that never come out right, licensing, voice, and the editing that stitches it together add up to a number nobody computes until afterwards — by which point the alternative, which was often stock or a phone camera, is no longer on the table.</p>
<p>It deals specifically with:</p>
<ul><li>Committing to AI video without costing the re-rolls</li><li>Shot lists with no risk flags, so the impossible shots are discovered mid-production</li><li>Generation prompts written ad hoc, producing inconsistent looks across a single spot</li><li>No clearance checklist — music, likeness, trademarks discovered at delivery</li></ul>
<h3>Who it is for</h3>
<ul><li>Anyone quoted for an AI-generated video commercial</li><li>Small agencies adding video without a crew</li><li>Founders deciding between AI generation, stock, and a shoot</li></ul>
<h3>What you get</h3>
<ul><li>A script with beat timings that fit the actual slot length</li><li>A shot list with risk flags on the shots AI generation reliably fails</li><li>Generation prompts per shot, written to hold a consistent look</li><li>Deliverable specs per placement — aspect ratios, durations, safe areas</li><li>A clearance checklist covering music, likeness and trademarks</li><li>Cost arithmetic comparing generation, stock and a small shoot</li></ul>
<p>Delivered as a ZIP: the app, a START-HERE page, full usage instructions, your licence, and a checksum list of every file. Free updates to the version you bought for 12 months. You keep the files forever either way.</p>
<h3>How you use it</h3>
<ol><li>Open index.html and write the brief: product, audience, slot length, placements.</li><li>Read the cost comparison before generating anything.</li><li>Work the shot list and pay attention to the risk flags — those are the re-roll budget.</li><li>Use the per-shot prompts to keep the look consistent.</li><li>Run the clearance checklist before delivery, not after.</li></ol>
<h3>What should be true when you finish</h3>
<ul><li>A verdict on whether generating this particular spot is worth it</li><li>A shot list where the hard shots are flagged before anyone starts</li><li>Deliverables that fit each placement without a re-export</li></ul>
<h3>Do not buy this if</h3>
<ul><li>Anyone expecting video to be generated here — this is the production kit</li><li>Broadcast compliance in regulated categories</li></ul>
<h3>What it cannot do</h3>
<p>Generation pricing moves constantly. Update the per-second costs before you rely on the comparison.</p>
<p><em>These are decision and drafting tools, not professional advice. They compute from figures you supply and cannot verify any of them. Nothing here is financial, legal, tax, medical or investment advice.</em></p>
<h3>Guarantee</h3>
<p>14-day refund, no questions asked. Reply to your receipt and say the word. Support: hassanmosh5@gmail.com — One reply within two working days, from the person who built it.</p>",MOSH Digital Studios,Digital download,"ai video, commercial production, shot list, video brief, generation prompts, advert planning, video cost, clearance checklist, creative production, offline",TRUE,Licence,Solo licence,COMMERCIALKITS-SOLO,0,,continue,manual,49,FALSE,TRUE,https://REPLACE-ME.example.com/mockups/commercial-kits/square.png,1,AI Commercial Production Kits — Whether generating it is worth what it costs,AI Commercial Production Kits — Whether generating it is worth what…,"One brief becomes a production kit — script with beat timings, shot list with risk flags, generation prompts, deliverable specs and a clearance checklist.",active
commercial-kits,,,,,,,Licence,Studio licence,COMMERCIALKITS-STUDIO,0,,continue,manual,123,FALSE,TRUE,,,,,,
commercial-kits,,,,,,,Licence,Agency licence,COMMERCIALKITS-AGENCY,0,,continue,manual,245,FALSE,TRUE,,,,,,
billionaire-structures,Billionaire Structures Guide,"<p><strong>33 holding structures with who controls them, who pays the tax and what happens at death — each priced, and given a verdict against your own numbers.</strong></p>
<h3>The problem</h3>
<p>A list of the structures rich people use is free and useless. Every one of them has an annual bill, a failure mode, and a level of wealth below which it costs more than it will ever save — and almost nobody who sells them says so. Most of the field, moreover, is an answer to a transfer tax that half the world does not levy.</p>
<p>It deals specifically with:</p>
<ul><li>Being sold a structure designed for a tax your country does not have</li><li>No way to compare an annual cost against a benefit you cannot quantify</li><li>Four different questions — control, tax, protection, succession — treated as one</li><li>Plans with red lines in them that nobody has audited</li></ul>
<h3>Who it is for</h3>
<ul><li>Business owners who have been quoted for a trust and cannot tell whether it is warranted</li><li>Anyone in a country with no estate tax being sold structures designed around one</li><li>People with real assets and no plan for what happens when they die</li></ul>
<h3>What you get</h3>
<ul><li>33 structures: who owns it, who controls it, who pays the tax, what happens at death</li><li>A price on each one — setup and annual — so the cost is visible next to the benefit</li><li>15 editable death-tax regimes, including the many that levy nothing</li><li>The freeze, liquidity, control and giving arithmetic</li><li>A verdict per structure against your own figures, most of which will be &#39;not you&#39;</li><li>A red-lines audit that can fail a plan outright</li></ul>
<p>Delivered as a ZIP: the app, a START-HERE page, full usage instructions, your licence, and a checksum list of every file. Free updates to the version you bought for 12 months. You keep the files forever either way.</p>
<h3>How you use it</h3>
<ol><li>Open index.html and select your jurisdiction first — it rules structures out by name.</li><li>Enter your real figures. The verdicts are meaningless without them.</li><li>Read the structures it rules out and why. That is most of the value.</li><li>Run the red-lines audit on any plan you have been sold.</li><li>Take the output to a qualified adviser rather than acting on it.</li></ol>
<h3>What should be true when you finish</h3>
<ul><li>A shortlist that is usually much shorter than expected, with reasons</li><li>The wealth level at which each structure starts to pay for itself</li><li>A written brief you can take to an actual adviser, so the meeting starts at question four</li></ul>
<h3>Do not buy this if</h3>
<ul><li>Anyone wanting legal or tax advice — this is educational and computes from your inputs</li><li>People looking for offshore secrecy; that is not what this is about</li></ul>
<h3>What it cannot do</h3>
<p>Not legal, tax or financial advice. Regimes change and the app&#39;s 15 are editable precisely because they go stale. Anything you act on should be checked by someone qualified and accountable in your jurisdiction.</p>
<p><em>These are decision and drafting tools, not professional advice. They compute from figures you supply and cannot verify any of them. Nothing here is financial, legal, tax, medical or investment advice.</em></p>
<h3>Guarantee</h3>
<p>14-day refund, no questions asked. Reply to your receipt and say the word. Support: hassanmosh5@gmail.com — One reply within two working days, from the person who built it.</p>",MOSH Digital Studios,Digital download,"holding company, family trust, estate planning, asset protection, succession planning, family office, wealth structures, inheritance tax, business structure, offline guide",TRUE,Licence,Solo licence,BILLIONAIRESTRUCTURES-SOLO,0,,continue,manual,69,FALSE,TRUE,https://REPLACE-ME.example.com/mockups/billionaire-structures/square.png,1,Billionaire Structures Guide — It will tell you that you need almost none of it,Billionaire Structures Guide — It will tell you that you need almost…,"33 holding structures with who controls them, who pays the tax and what happens at death — each priced, and given a verdict against your own numbers.",active
billionaire-structures,,,,,,,Licence,Studio licence,BILLIONAIRESTRUCTURES-STUDIO,0,,continue,manual,173,FALSE,TRUE,,,,,,
billionaire-structures,,,,,,,Licence,Agency licence,BILLIONAIRESTRUCTURES-AGENCY,0,,continue,manual,345,FALSE,TRUE,,,,,,
real-estate-calculator,Real Estate Calculator,"<p><strong>What a deal really costs to buy, what a lender will really lend, what the tenant leaves after tax, and how wrong your assumptions can be before it stops working.</strong></p>
<h3>The problem</h3>
<p>Rent divided by price takes two seconds and answers nothing. It is missing the purchase tax, the void, the capital reserve, the lender&#39;s stress test, the finance-cost restriction and the day the fixed rate ends. Purchase costs alone routinely add 10–15% before the first tenant moves in, and every percentage return you quote is measured against the wrong denominator until you include them.</p>
<p>It deals specifically with:</p>
<ul><li>Yields calculated on the purchase price rather than the total capital in</li><li>Deals that pass on today&#39;s rate and fail the lender&#39;s stress test</li><li>No void or capital reserve, so the first boiler wipes out the year</li><li>Assumptions with no sensitivity analysis behind them</li></ul>
<h3>Who it is for</h3>
<ul><li>First-time buy-to-let buyers</li><li>Anyone underwriting on a gross yield and a mortgage payment</li><li>Investors stress-testing a deal before an offer</li></ul>
<h3>What you get</h3>
<ul><li>Full acquisition cost: purchase tax, legal, surcharges, works and contingency</li><li>Lender arithmetic including the stress test that decides the actual loan</li><li>Post-tax cash flow with the finance-cost restriction handled properly</li><li>Void and capital reserves as line items, not optimism</li><li>Cash-on-cash, IRR and equity multiple measured against total capital in</li><li>Sensitivity: how far rent, rate and void can move before the deal breaks</li><li>The refinance cliff — what happens the day the fix ends</li></ul>
<p>Delivered as a ZIP: the app, a START-HERE page, full usage instructions, your licence, and a checksum list of every file. Free updates to the version you bought for 12 months. You keep the files forever either way.</p>
<h3>How you use it</h3>
<ol><li>Open index.html and enter the purchase price plus every acquisition cost you can name.</li><li>Set the lender&#39;s stress rate, not the pay rate.</li><li>Add void and capital reserves before you look at any return figure.</li><li>Read the sensitivity table — the breaking points matter more than the headline return.</li><li>Model the refinance cliff at the fix end date before you commit.</li></ol>
<h3>What should be true when you finish</h3>
<ul><li>A total capital-in figure, which is usually the surprise</li><li>The rent, rate and void levels at which the deal stops working</li><li>A number you can defend to a lender or a partner</li></ul>
<h3>Do not buy this if</h3>
<ul><li>Anyone wanting live market or rate data — you supply the figures</li><li>Investment advice, or a substitute for your own tax position</li></ul>
<h3>What it cannot do</h3>
<p>Tax treatment varies by country and by how you hold the property. The arithmetic is explicit and editable; the assumptions behind it are yours to check.</p>
<p><em>These are decision and drafting tools, not professional advice. They compute from figures you supply and cannot verify any of them. Nothing here is financial, legal, tax, medical or investment advice.</em></p>
<h3>Guarantee</h3>
<p>14-day refund, no questions asked. Reply to your receipt and say the word. Support: hassanmosh5@gmail.com — One reply within two working days, from the person who built it.</p>",MOSH Digital Studios,Digital download,"buy to let calculator, property investment, rental yield, cash on cash, stress test, irr, landlord, underwriting, property deal analysis, offline",TRUE,Licence,Solo licence,REALESTATECALCULATOR-SOLO,0,,continue,manual,49,FALSE,TRUE,https://REPLACE-ME.example.com/mockups/real-estate-calculator/square.png,1,Real Estate Calculator — The price is not the cost,Real Estate Calculator — The price is not the cost,"What a deal really costs to buy, what a lender will really lend, what the tenant leaves after tax, and how wrong your assumptions can be before it stops…",active
real-estate-calculator,,,,,,,Licence,Studio licence,REALESTATECALCULATOR-STUDIO,0,,continue,manual,123,FALSE,TRUE,,,,,,
real-estate-calculator,,,,,,,Licence,Agency licence,REALESTATECALCULATOR-AGENCY,0,,continue,manual,245,FALSE,TRUE,,,,,,
farmers-companion,Farmer's Companion,"<p><strong>Which crop on which plot, planted when, watered and fed with what — ranked against whatever actually runs out first: labour, water or cash.</strong></p>
<h3>The problem</h3>
<p>Every farm-planning spreadsheet asks for a yield, and nobody can honestly supply one. Worse, most of them rank crops by margin per hectare — which is the right ranking only if land is what you run out of, and land almost never is. What runs out first is the week three crops all need weeding, the water in the driest month, or the cash between the fertiliser and the first sale.</p>
<p>It deals specifically with:</p>
<ul><li>Yield figures typed in as wishes and then treated as facts</li><li>Ranking by margin per hectare when land is not the binding constraint</li><li>Planting calendars that collide in the peak labour week</li><li>Cash-flow gaps between input costs and first sale</li></ul>
<h3>Who it is for</h3>
<ul><li>Smallholders planning a season across several plots</li><li>Agricultural extension workers and cooperatives</li><li>Anyone whose farm plan is a spreadsheet with an optimistic yield in it</li></ul>
<h3>What you get</h3>
<ul><li>Yield derived from six checkable things, with the whole multiplication shown</li><li>Constraint detection: peak-week labour, water in the dry month, or working capital</li><li>Ranking by margin per unit of the binding constraint, with a warning when it disagrees with per-hectare</li><li>Plot-by-plot planting calendar with the collisions flagged</li><li>Irrigation and fertiliser plans per planting</li><li>Season cash flow, including the gap before the first sale</li></ul>
<p>Delivered as a ZIP: the app, a START-HERE page, full usage instructions, your licence, and a checksum list of every file. Free updates to the version you bought for 12 months. You keep the files forever either way.</p>
<h3>How you use it</h3>
<ol><li>Open index.html and enter your plots, labour hours and water availability honestly.</li><li>Let it derive the yield. It starts at the crop ceiling and works down from what it can check.</li><li>Read which constraint it found binding — that is the whole ranking.</li><li>Fix the calendar collisions before planting, not during weeding.</li><li>Check the cash-flow gap and plan for it.</li></ol>
<h3>What should be true when you finish</h3>
<ul><li>A crop plan ranked against what actually limits your farm</li><li>A yield estimate you can defend, with every factor visible</li><li>The week the labour plan breaks, before the season starts</li></ul>
<h3>Do not buy this if</h3>
<ul><li>Anyone wanting local variety data or live prices — you supply those</li><li>Large mechanised operations with farm-management software</li></ul>
<h3>What it cannot do</h3>
<p>It derives rather than accepts yields, which makes it conservative. Local conditions, varieties and prices are yours to enter, and it cannot check any of them.</p>
<p><em>These are decision and drafting tools, not professional advice. They compute from figures you supply and cannot verify any of them. Nothing here is financial, legal, tax, medical or investment advice.</em></p>
<h3>Guarantee</h3>
<p>14-day refund, no questions asked. Reply to your receipt and say the word. Support: hassanmosh5@gmail.com — One reply within two working days, from the person who built it.</p>",MOSH Digital Studios,Digital download,"farm planning, crop planning, smallholder, yield estimate, irrigation planning, farm cash flow, agriculture tool, crop rotation, labour planning, offline",TRUE,Licence,Solo licence,FARMERSCOMPANION-SOLO,0,,continue,manual,39,FALSE,TRUE,https://REPLACE-ME.example.com/mockups/farmers-companion/square.png,1,Farmer's Companion — It will not let you type in a yield,Farmer's Companion — It will not let you type in a yield,"Which crop on which plot, planted when, watered and fed with what — ranked against whatever actually runs out first: labour, water or cash.",active
farmers-companion,,,,,,,Licence,Studio licence,FARMERSCOMPANION-STUDIO,0,,continue,manual,98,FALSE,TRUE,,,,,,
farmers-companion,,,,,,,Licence,Agency licence,FARMERSCOMPANION-AGENCY,0,,continue,manual,195,FALSE,TRUE,,,,,,
workbook,Star Explorers — Interactive Workbook for Kids,"<p><strong>Counting, maths, phonics, patterns, shapes, memory and a doodle pad for ages 4–8 — offline, with no ads, no accounts and no data leaving the device.</strong></p>
<h3>The problem</h3>
<p>Almost every learning app for small children is a funnel: adverts between activities, a subscription prompt at the third level, an account that collects data about a five-year-old. The learning content is usually fine. Everything around it is designed for someone other than the child.</p>
<p>It deals specifically with:</p>
<ul><li>Adverts and upsell prompts interrupting a four-year-old</li><li>Accounts and data collection for young children</li><li>Apps that need a connection, so the car journey is out</li><li>One difficulty level, which is either too easy or too hard within a week</li></ul>
<h3>Who it is for</h3>
<ul><li>Parents of children roughly 4–8</li><li>Teachers who need something that works on a school laptop with no internet</li><li>Anyone tired of children&#39;s apps built around adverts</li></ul>
<h3>What you get</h3>
<ul><li>Counting Critters — counting to 5, 10 or 20</li><li>Math Lab — addition and subtraction with coloured counters as a visual aid</li><li>Word Builder — phonics and spelling with letter tiles</li><li>Pattern Party — AB, AAB/ABB and ABC sequences</li><li>Shape Safari — ten shapes drawn as crisp SVG</li><li>Memory Match — 4, 6 or 8 pairs</li><li>Doodle Pad — ten colours, three brush sizes, prompts, save as PNG</li><li>Three difficulty levels applied across every activity</li></ul>
<p>Delivered as a ZIP: the app, a START-HERE page, full usage instructions, your licence, and a checksum list of every file. Free updates to the version you bought for 12 months. You keep the files forever either way.</p>
<h3>How you use it</h3>
<ol><li>Open index.html on any device — a tablet works best for small hands.</li><li>Set the difficulty on the home screen; it applies everywhere.</li><li>Let them choose the activity. The order does not matter.</li><li>Doodle Pad drawings save as PNG to the device.</li><li>Add it to the home screen so it opens like an app.</li></ol>
<h3>What should be true when you finish</h3>
<ul><li>An activity set a child can use unsupervised without meeting an advert</li><li>Difficulty that grows with them rather than being outgrown in a week</li><li>Something that works on a plane, in a car, or in a classroom with no wifi</li></ul>
<h3>Do not buy this if</h3>
<ul><li>Children older than about eight</li><li>Anyone needing progress reports or a curriculum mapping</li></ul>
<h3>What it cannot do</h3>
<p>No adverts, no accounts, no network requests, and nothing stored anywhere but the device. You can verify all of that by reading the single file.</p>
<p><em>These are decision and drafting tools, not professional advice. They compute from figures you supply and cannot verify any of them. Nothing here is financial, legal, tax, medical or investment advice.</em></p>
<h3>Guarantee</h3>
<p>14-day refund, no questions asked. Reply to your receipt and say the word. Support: hassanmosh5@gmail.com — One reply within two working days, from the person who built it.</p>",MOSH Digital Studios,Digital download,"kids learning app, ages 4-8, phonics, counting, shapes, offline kids app, no ads, early years, homeschool, educational game",TRUE,Licence,Solo licence,WORKBOOK-SOLO,0,,continue,manual,14,FALSE,TRUE,https://REPLACE-ME.example.com/mockups/workbook/square.png,1,"Star Explorers — Interactive Workbook for Kids — Seven activities, three levels, no ads","Star Explorers — Interactive Workbook for Kids — Seven activities,…","Counting, maths, phonics, patterns, shapes, memory and a doodle pad for ages 4–8 — offline, with no ads, no accounts and no data leaving the device.",active
workbook,,,,,,,Licence,Studio licence,WORKBOOK-STUDIO,0,,continue,manual,35,FALSE,TRUE,,,,,,
workbook,,,,,,,Licence,Agency licence,WORKBOOK-AGENCY,0,,continue,manual,70,FALSE,TRUE,,,,,,
examace-ghana,ExamAce Ghana — EdTech Site Template,"<p><strong>A five-page marketing site and student-dashboard prototype for an exam-prep subscription — no images, no web fonts, no framework, nothing to block on.</strong></p>
<h3>The problem</h3>
<p>Sites built for African mobile users are usually sites built for a laptop on fibre, shipped anyway. A typical web font pair is 60–120KB and blocks text from painting; a hero image is a megabyte; a framework is another 200KB before anything appears. On a metered 3G connection that is not slow, it is a bounce.</p>
<p>It deals specifically with:</p>
<ul><li>Marketing sites that take ten seconds to paint on a mid-range Android</li><li>Data costs that fall on the student, not the business</li><li>No credible prototype to show investors or partners</li><li>Design systems that need a build step and a package manager to change a colour</li></ul>
<h3>Who it is for</h3>
<ul><li>Anyone launching a tutoring or exam-prep business in West Africa</li><li>Developers who need a low-bandwidth site pattern to copy</li><li>Founders pitching an edtech idea and needing something real to show</li></ul>
<h3>What you get</h3>
<ul><li>A single-scroll homepage, three subject pages and a student dashboard prototype</li><li>Zero images — every icon is an inline SVG symbol, the hero is a CSS phone mock, the favicon is a data URI</li><li>No web fonts, no CDN, no framework, no analytics: nothing to resolve, nothing to block on</li><li>A complete design system in 42KB of CSS (8.8KB gzipped)</li><li>5.5KB of JavaScript for nav, pricing tabs, reveal animations and a demo sign-in</li><li>Pricing tabs and WhatsApp contact links wired in</li></ul>
<p>Delivered as a ZIP: the app, a START-HERE page, full usage instructions, your licence, and a checksum list of every file. Free updates to the version you bought for 12 months. You keep the files forever either way.</p>
<h3>How you use it</h3>
<ol><li>Open index.html. There is no build step and no package to install.</li><li>Replace the brand, subjects and pricing with yours — everything is plain HTML.</li><li>Edit assets/examace.css for colours and type; it is one readable file.</li><li>Point the WhatsApp links at your own number.</li><li>Host it anywhere that serves static files.</li></ol>
<h3>What should be true when you finish</h3>
<ul><li>A site that paints immediately on a cheap phone and a slow connection</li><li>A working prototype to show before anything is built</li><li>A design system you can edit with a text editor</li></ul>
<h3>Do not buy this if</h3>
<ul><li>Anyone needing a working LMS — the dashboard is a prototype, not a backend</li><li>Teams wanting a React or Next.js codebase</li></ul>
<h3>What it cannot do</h3>
<p>The dashboard is a front-end prototype with a demo sign-in. There is no server, no database and no real authentication behind it.</p>
<p><em>These are decision and drafting tools, not professional advice. They compute from figures you supply and cannot verify any of them. Nothing here is financial, legal, tax, medical or investment advice.</em></p>
<h3>Guarantee</h3>
<p>14-day refund, no questions asked. Reply to your receipt and say the word. Support: hassanmosh5@gmail.com — One reply within two working days, from the person who built it.</p>",MOSH Digital Studios,Digital download,"edtech template, exam prep site, bece wassce, low bandwidth website, africa web design, static site, html css template, student dashboard, tutoring business, mobile first",TRUE,Licence,Solo licence,EXAMACEGHANA-SOLO,0,,continue,manual,39,FALSE,TRUE,https://REPLACE-ME.example.com/mockups/examace-ghana/square.png,1,ExamAce Ghana — EdTech Site Template — Built for a phone on metered data,ExamAce Ghana — EdTech Site Template — Built for a phone on metered…,"A five-page marketing site and student-dashboard prototype for an exam-prep subscription — no images, no web fonts, no framework, nothing to block on.",active
examace-ghana,,,,,,,Licence,Studio licence,EXAMACEGHANA-STUDIO,0,,continue,manual,98,FALSE,TRUE,,,,,,
examace-ghana,,,,,,,Licence,Agency licence,EXAMACEGHANA-AGENCY,0,,continue,manual,195,FALSE,TRUE,,,,,,
